text,label
"
INVOICE

Invoice Number : INV-1043

Invoice Date : 07/03/2026

Customer : Sai Krishna

Company : ABC Technologies

Product : Laptop

Quantity : 3

Price : 34911

GST : 18%

Total Amount : 104733

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1044

Buyer : Teja

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 165672

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1045

Buyer : Ravi Kumar

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 571280

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1046

Buyer : Rahul

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 165844

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1047

Invoice Date : 13/05/2023

Customer : Ganesh Naidu

Company : ABC Technologies

Product : Laptop

Quantity : 8

Price : 7377

GST : 18%

Total Amount : 59016

Payment Status : Paid
",invoice
"
INVOICE

Invoice Number : INV-1048

Invoice Date : 01/10/2026

Customer : Arun

Company : ABC Technologies

Product : Laptop

Quantity : 7

Price : 22439

GST : 18%

Total Amount : 157073

Payment Status : Paid
",invoice
"
INVOICE

Invoice Number : INV-1049

Invoice Date : 27/03/2022

Customer : Vijay

Company : ABC Technologies

Product : Laptop

Quantity : 10

Price : 59630

GST : 18%

Total Amount : 596300

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1005

Buyer : Ravi Kumar

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 224576

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1050

Buyer : Vijay

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 376240

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1051

Invoice Date : 09/06/2025

Customer : Rahul

Company : ABC Technologies

Product : Laptop

Quantity : 9

Price : 97237

GST : 18%

Total Amount : 875133

Payment Status : Paid
",invoice
"
INVOICE

Invoice Number : INV-1052

Invoice Date : 26/12/2022

Customer : Kiran

Company : ABC Technologies

Product : Laptop

Quantity : 2

Price : 76865

GST : 18%

Total Amount : 153730

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1053

Buyer : Mahesh

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 55706

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1054

Invoice Date : 26/11/2024

Customer : Ganesh Naidu

Company : ABC Technologies

Product : Laptop

Quantity : 8

Price : 15053

GST : 18%

Total Amount : 120424

Payment Status : Paid
",invoice
"
INVOICE

Invoice Number : INV-1055

Invoice Date : 01/05/2022

Customer : Ravi Kumar

Company : ABC Technologies

Product : Laptop

Quantity : 5

Price : 93635

GST : 18%

Total Amount : 468175

Payment Status : Paid
",invoice
"
INVOICE

Invoice Number : INV-1056

Invoice Date : 07/04/2024

Customer : Kiran

Company : ABC Technologies

Product : Laptop

Quantity : 10

Price : 92086

GST : 18%

Total Amount : 920860

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1057

Buyer : Ravi Kumar

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 22512

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1058

Buyer : Teja

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 181134

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1059

Invoice Date : 17/09/2025

Customer : Sai Krishna

Company : ABC Technologies

Product : Laptop

Quantity : 7

Price : 89493

GST : 18%

Total Amount : 626451

Payment Status : Paid
",invoice
"
INVOICE

Invoice Number : INV-1006

Invoice Date : 18/10/2022

Customer : Suresh

Company : ABC Technologies

Product : Laptop

Quantity : 7

Price : 16945

GST : 18%

Total Amount : 118615

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1060

Buyer : Ravi Kumar

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 44110

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1061

Invoice Date : 21/06/2026

Customer : Teja

Company : ABC Technologies

Product : Laptop

Quantity : 10

Price : 24812

GST : 18%

Total Amount : 248120

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1062

Buyer : Ravi Kumar

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 211941

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1063

Buyer : Suresh

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 114910

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1064

Buyer : Kiran

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 495168

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1065

Buyer : Arun

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 81796

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1066

Buyer : Sai Krishna

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 67778

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1067

Buyer : Mahesh

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 51357

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1068

Buyer : Ravi Kumar

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 57834

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1069

Buyer : Rahul

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 56940

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1007

Invoice Date : 26/07/2022

Customer : Vijay

Company : ABC Technologies

Product : Laptop

Quantity : 10

Price : 76701

GST : 18%

Total Amount : 767010

Payment Status : Paid
",invoice
"
INVOICE

Invoice Number : INV-1070

Invoice Date : 02/04/2022

Customer : Suresh

Company : ABC Technologies

Product : Laptop

Quantity : 9

Price : 29278

GST : 18%

Total Amount : 263502

Payment Status : Paid
",invoice
"
INVOICE

Invoice Number : INV-1071

Invoice Date : 05/10/2025

Customer : Teja

Company : ABC Technologies

Product : Laptop

Quantity : 1

Price : 94271

GST : 18%

Total Amount : 94271

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1072

Buyer : Ganesh Naidu

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 145688

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1073

Invoice Date : 07/09/2023

Customer : Ravi Kumar

Company : ABC Technologies

Product : Laptop

Quantity : 10

Price : 18491

GST : 18%

Total Amount : 184910

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1074

Buyer : Ganesh Naidu

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 172032

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1075

Buyer : Sai Krishna

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 46802

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1076

Invoice Date : 02/12/2023

Customer : Ravi Kumar

Company : ABC Technologies

Product : Laptop

Quantity : 6

Price : 36940

GST : 18%

Total Amount : 221640

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1077

Buyer : Suresh

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 266652

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1078

Buyer : Suresh

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 149913

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1079

Invoice Date : 27/08/2025

Customer : Rahul

Company : ABC Technologies

Product : Laptop

Quantity : 7

Price : 30225

GST : 18%

Total Amount : 211575

Payment Status : Paid
",invoice
"
INVOICE

Invoice Number : INV-1008

Invoice Date : 16/09/2024

Customer : Kiran

Company : ABC Technologies

Product : Laptop

Quantity : 5

Price : 42206

GST : 18%

Total Amount : 211030

Payment Status : Paid
",invoice
"
INVOICE

Invoice Number : INV-1080

Invoice Date : 14/09/2024

Customer : Ganesh Naidu

Company : ABC Technologies

Product : Laptop

Quantity : 5

Price : 1328

GST : 18%

Total Amount : 6640

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1081

Buyer : Rahul

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 268168

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1082

Invoice Date : 21/02/2022

Customer : Rahul

Company : ABC Technologies

Product : Laptop

Quantity : 5

Price : 11459

GST : 18%

Total Amount : 57295

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1083

Buyer : Teja

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 62790

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1084

Invoice Date : 15/06/2023

Customer : Ravi Kumar

Company : ABC Technologies

Product : Laptop

Quantity : 4

Price : 32709

GST : 18%

Total Amount : 130836

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1085

Buyer : Teja

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 145320

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1086

Buyer : Suresh

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 299052

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1087

Buyer : Ravi Kumar

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 205530

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1088

Invoice Date : 21/01/2024

Customer : Kiran

Company : ABC Technologies

Product : Laptop

Quantity : 8

Price : 6526

GST : 18%

Total Amount : 52208

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1089

Buyer : Kiran

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 85815

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1009

Buyer : Suresh

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 50082

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1090

Buyer : Sai Krishna

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 341568

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1091

Buyer : Teja

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 294285

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1092

Invoice Date : 20/05/2026

Customer : Kiran

Company : ABC Technologies

Product : Laptop

Quantity : 4

Price : 83760

GST : 18%

Total Amount : 335040

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1093

Buyer : Rahul

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 73480

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1094

Buyer : Ganesh Naidu

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 556884

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1095

Buyer : Teja

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 803628

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1096

Buyer : Ravi Kumar

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 170580

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1097

Buyer : Kiran

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 150480

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1098

Buyer : Arun

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 229815

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1099

Buyer : Mahesh

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 506328

Payment Mode : UPI
",invoice
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1001

Customer : Ganesh Naidu

Items :

Rice

Oil

Sugar

Total Amount : 664265
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1010

Customer : Sai Krishna

Items :

Rice

Oil

Sugar

Total Amount : 196525
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1100

Customer : Sai Krishna

Amount Paid : 45705

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1011

Customer : Suresh

Amount Paid : 93580

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1012

Customer : Ganesh Naidu

Amount Paid : 82513

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1013

Customer : Ganesh Naidu

Items :

Rice

Oil

Sugar

Total Amount : 659920
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1014

Customer : Suresh

Items :

Rice

Oil

Sugar

Total Amount : 6007
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1015

Customer : Suresh

Amount Paid : 81080

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1016

Customer : Suresh

Amount Paid : 16975

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1017

Customer : Sai Krishna

Amount Paid : 74425

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1018

Customer : Ravi Kumar

Amount Paid : 76547

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1019

Customer : Kiran

Items :

Rice

Oil

Sugar

Total Amount : 670698
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1002

Customer : Teja

Amount Paid : 7885

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1020

Customer : Vijay

Items :

Rice

Oil

Sugar

Total Amount : 876942
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1021

Customer : Sai Krishna

Items :

Rice

Oil

Sugar

Total Amount : 236757
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1022

Customer : Kiran

Amount Paid : 92601

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1023

Customer : Ganesh Naidu

Items :

Rice

Oil

Sugar

Total Amount : 372352
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1024

Customer : Ravi Kumar

Amount Paid : 52234

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1025

Customer : Mahesh

Items :

Rice

Oil

Sugar

Total Amount : 915200
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1026

Customer : Suresh

Amount Paid : 28185

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1027

Customer : Ravi Kumar

Items :

Rice

Oil

Sugar

Total Amount : 49846
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1028

Customer : Teja

Items :

Rice

Oil

Sugar

Total Amount : 86205
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1029

Customer : Suresh

Amount Paid : 28077

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1003

Customer : Vijay

Amount Paid : 74178

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1030

Customer : Ravi Kumar

Items :

Rice

Oil

Sugar

Total Amount : 390288
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1031

Customer : Arun

Amount Paid : 49150

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1032

Customer : Arun

Amount Paid : 72185

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1033

Customer : Suresh

Items :

Rice

Oil

Sugar

Total Amount : 20823
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1034

Customer : Rahul

Items :

Rice

Oil

Sugar

Total Amount : 144045
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1035

Customer : Ganesh Naidu

Items :

Rice

Oil

Sugar

Total Amount : 270718
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1036

Customer : Suresh

Items :

Rice

Oil

Sugar

Total Amount : 624820
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1037

Customer : Rahul

Items :

Rice

Oil

Sugar

Total Amount : 418446
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1038

Customer : Teja

Amount Paid : 70636

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1039

Customer : Rahul

Items :

Rice

Oil

Sugar

Total Amount : 58600
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1004

Customer : Ganesh Naidu

Amount Paid : 68336

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1040

Customer : Ganesh Naidu

Amount Paid : 9375

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1041

Customer : Sai Krishna

Items :

Rice

Oil

Sugar

Total Amount : 4398
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1042

Customer : Rahul

Amount Paid : 32193

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1043

Customer : Kiran

Items :

Rice

Oil

Sugar

Total Amount : 150642
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1044

Customer : Rahul

Amount Paid : 85466

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1045

Customer : Teja

Amount Paid : 20050

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1046

Customer : Kiran

Amount Paid : 43516

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1047

Customer : Vijay

Items :

Rice

Oil

Sugar

Total Amount : 168924
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1048

Customer : Suresh

Items :

Rice

Oil

Sugar

Total Amount : 439750
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1049

Customer : Mahesh

Items :

Rice

Oil

Sugar

Total Amount : 210860
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1005

Customer : Kiran

Amount Paid : 23268

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1050

Customer : Ganesh Naidu

Amount Paid : 47448

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1051

Customer : Suresh

Amount Paid : 92046

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1052

Customer : Arun

Items :

Rice

Oil

Sugar

Total Amount : 485800
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1053

Customer : Rahul

Amount Paid : 72546

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1054

Customer : Arun

Items :

Rice

Oil

Sugar

Total Amount : 87218
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1055

Customer : Suresh

Items :

Rice

Oil

Sugar

Total Amount : 261064
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1056

Customer : Arun

Items :

Rice

Oil

Sugar

Total Amount : 46113
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1057

Customer : Ravi Kumar

Items :

Rice

Oil

Sugar

Total Amount : 290988
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1058

Customer : Vijay

Amount Paid : 44088

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1059

Customer : Sai Krishna

Items :

Rice

Oil

Sugar

Total Amount : 103720
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1006

Customer : Vijay

Items :

Rice

Oil

Sugar

Total Amount : 863280
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1060

Customer : Ravi Kumar

Items :

Rice

Oil

Sugar

Total Amount : 269381
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1061

Customer : Arun

Items :

Rice

Oil

Sugar

Total Amount : 862929
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1062

Customer : Vijay

Amount Paid : 23591

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1063

Customer : Ravi Kumar

Amount Paid : 33662

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1064

Customer : Sai Krishna

Amount Paid : 78023

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1065

Customer : Mahesh

Items :

Rice

Oil

Sugar

Total Amount : 227940
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1066

Customer : Teja

Amount Paid : 75129

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1067

Customer : Arun

Items :

Rice

Oil

Sugar

Total Amount : 165932
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1068

Customer : Suresh

Items :

Rice

Oil

Sugar

Total Amount : 408870
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1069

Customer : Teja

Items :

Rice

Oil

Sugar

Total Amount : 173412
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1007

Customer : Arun

Items :

Rice

Oil

Sugar

Total Amount : 131868
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1070

Customer : Ganesh Naidu

Items :

Rice

Oil

Sugar

Total Amount : 637112
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1071

Customer : Sai Krishna

Amount Paid : 69650

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1072

Customer : Rahul

Amount Paid : 89842

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1073

Customer : Sai Krishna

Amount Paid : 38326

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1074

Customer : Suresh

Items :

Rice

Oil

Sugar

Total Amount : 918630
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1075

Customer : Ganesh Naidu

Items :

Rice

Oil

Sugar

Total Amount : 115480
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1076

Customer : Teja

Amount Paid : 55613

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1077

Customer : Suresh

Amount Paid : 68371

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1078

Customer : Rahul

Items :

Rice

Oil

Sugar

Total Amount : 26899
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1079

Customer : Mahesh

Amount Paid : 96416

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1008

Customer : Ganesh Naidu

Amount Paid : 34283

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1080

Customer : Sai Krishna

Amount Paid : 68928

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1081

Customer : Suresh

Items :

Rice

Oil

Sugar

Total Amount : 146160
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1082

Customer : Kiran

Amount Paid : 40500

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1083

Customer : Mahesh

Items :

Rice

Oil

Sugar

Total Amount : 103386
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1084

Customer : Rahul

Amount Paid : 70939

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1085

Customer : Arun

Amount Paid : 57013

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1086

Customer : Vijay

Items :

Rice

Oil

Sugar

Total Amount : 95181
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1087

Customer : Arun

Amount Paid : 16795

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1088

Customer : Ravi Kumar

Items :

Rice

Oil

Sugar

Total Amount : 356135
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1089

Customer : Teja

Items :

Rice

Oil

Sugar

Total Amount : 78002
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1009

Customer : Sai Krishna

Items :

Rice

Oil

Sugar

Total Amount : 420440
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1090

Customer : Suresh

Items :

Rice

Oil

Sugar

Total Amount : 195846
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1091

Customer : Vijay

Amount Paid : 24646

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1092

Customer : Ravi Kumar

Amount Paid : 73570

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1093

Customer : Kiran

Items :

Rice

Oil

Sugar

Total Amount : 287285
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1094

Customer : Teja

Amount Paid : 98600

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1095

Customer : Sai Krishna

Items :

Rice

Oil

Sugar

Total Amount : 257373
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1096

Customer : Sai Krishna

Amount Paid : 20531

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1097

Customer : Ganesh Naidu

Items :

Rice

Oil

Sugar

Total Amount : 20196
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1098

Customer : Arun

Items :

Rice

Oil

Sugar

Total Amount : 69870
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1099

Customer : Teja

Items :

Rice

Oil

Sugar

Total Amount : 50020
",receipt
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Ravi Kumar

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Ravi Kumar

Abstract :

This project classifies PDF pages using AI.
",report
